"Mayo Test ID","Test Name","CPT Code"
"TELDP","Telomere Biology Disorders Gene Panel, Varies","81443
    88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
    88240- Cryopreservation (if appropriate)"
"VIRID","Viral Susceptibility, Defects in Intrinsic and Innate Immunity, Gene Panel, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"BAMRP","Bile Acids Malabsorption Panel, Serum and Feces","82542 x2"
"PN23M","Streptococcus pneumoniae IgG Antibodies, 23 Serotypes, Serum","86581"
"QHV6C","Human Herpesvirus-6 A and B DNA Detection and Quantification, PCR, Spinal Fluid","87533"
"QHV6P","Human Herpesvirus-6 A and B DNA Detection and Quantification, PCR, Plasma","87533"
"FERR1","Ferritin, Serum","82728"
"BRTP","Rapid Hereditary Breast Cancer Treatment Decision Panel, Varies","81432"
"MT","Metallothionein Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SDLDL","Small Dense Low Density Lipoprotein Cholesterol, Serum","83722"
"HRTVC","Heartland Virus, RNA, Molecular Detection, PCR, Spinal Fluid","87798"
"HRTVS","Heartland Virus, RNA, Molecular Detection, PCR, Serum","87798"
"IRF8","Interferon Regulatory Factor 8 (IRF8) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PDEIC","Phosphodiesterase 10A (PDE10A) IgG, Tissue Immunofluorescence, Spinal Fluid","86255"
"PDEIS","Phosphodiesterase 10A (PDE10A) IgG, Tissue Immunofluorescence, Serum","86255"
"PDETC","Phosphodiesterase 10A (PDE10A) IgG, Tissue Immunofluorescence Titer, Spinal Fluid","86256"
"PDETS","Phosphodiesterase 10A (PDE10A) IgG, Tissue Immunofluorescence Titer, Serum","86256"
"AUTOG","Autoinflammatory Disorders Gene Panel, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"BCELL","B-Cell and Antibody Deficiency Gene Panel, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"EOIBD","Early Onset Monogenic Inflammatory Bowel Disease (IBD) Gene Panel, Varies","81443
    88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
    88240- Cryopreservation (if appropriate)"
"SCIDP","Severe Combined Immunodeficiency (SCID) Gene Panel, Varies","81443
  88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240- Cryopreservation (if appropriate)"
"BRBST","Tickborne Bacterial, PCR and Sequencing, Blood","87801-Broad Range Bacterial PCR and Sequencing
  87798-Specimen Identification by PCR (if appropriate)"
"INFXP","Infliximab Quantitation with Antibodies to Infliximab, Serum","INFX-80230
  INXA -82397"
"CARBI","Carbapenem Resistance Genes, Molecular Detection, PCR, Varies","87183"
"QMPTS","Monoclonal Protein Isotype, Quantitative, Serum","0077U"
"CRPCR","Carbapenem Resistance Genes, Molecular Detection, PCR, Rectal Swab","87798"
"JAMLM","Acute Myeloid Leukemia (AML), FISH, Bone Marrow","88377 (if 1 probe set)
  88377 x 2 (if 2 probe sets)
  88377 x 3 (if 3 probe sets)
  88377 x 4 (if 4 probe sets)
  88377 x 5 (if 5 probe sets)
  88377 x 6 (if 6 probe sets)
  88377 x 7 (if 7 probe sets)"
"GBACC","Gamma-Amino Butyric Acid Type A (GABA-A) Receptor Antibody, Cell-Binding Assay, Spinal Fluid","86255"
"GBACS","Gamma-Amino Butyric Acid Type A (GABA-A) Receptor Antibody, Cell-Binding Assay, Serum","86255"
"AMPIP","Amyloid Protein Identification, Paraffin, Mass Spectrometry","88313
  82542 (if appropriate)
  88380 (if appropriate)"
"MSFGN","Fibrillary Glomerulonephritis Confirmation, Mass Spectrometry, Paraffin Tissue","82542
  88380"
"23FBG","Fibroblast Growth Factor-23 (FGF23), In Situ Hybridization","88365-Primary"
"RTQPC","Abnormal Prion Protein, Real-Time Quaking Induced Conversion, Spinal Fluid","0584U"
"ADALP","Adalimumab Quantitative with Antibody, Serum","80145
  83520"
"QNADL","Adalimumab Quantitative, Serum","80145"
"ABADL","Adalimumab Antibody, Serum","83520"
"INTAD","Adalimumab Panel, Interpretation",""
"CJDE","Creutzfeldt-Jakob Disease Evaluation, Spinal Fluid","0584U
  84393
  84394"
"CJDEI","Creutzfeldt-Jakob Disease Evaluation Interpretation, Spinal Fluid",""
"RPDE","Rapidly Progressive Dementia Evaluation, Spinal Fluid","0584U
  82234
  84393
  84394"
"RPDEI","Rapidly Progressive Dementia Evaluation Interpretation, Spinal Fluid",""
"CONFL","Pathology Consultation","88321 (if appropriate)
  88323 (if appropriate)
  88325 (if appropriate)"
"ALKOT","Anaplastic Lymphoma Kinase (ALK [OTI1A4]) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"RFCWT","Renal Pathology Tissue Consultation, Wet Tissue","88305 (If appropriate)
    88348 (If appropriate)
    88313 (If appropriate)
    88346 (If appropriate)
    88350&amp;nbsp;(If appropriate)"
"UHSD2","Hemosiderin, Random, Urine","83070"
"PMAOG","Postmortem Aortopathy Gene Panel, Tissue","81410"
"PMARG","Postmortem Arrhythmia Gene Panel, Tissue","81439"
"PMCAG","Postmortem Cardiomyopathy and Arrhythmia Gene Panel, Tissue","81439"
"PMCMG","Postmortem Cardiomyopathy Gene Panel, Tissue","81439"
"PMHLH","Postmortem Primary Hemophagocytic Lymphohistiocytosis (HLH) Gene Panel, Tissue","81443"
"PCMSP","Postmortem Inherited Congenital Myasthenia Syndrome Gene Panel, Tissue","81443"
"NPMFM","Nucleophosmin (NPM1) Mutation Analysis, Bone Marrow","81310"
"CCMVU","Congenital Cytomegalovirus (cCMV), Molecular Detection, PCR, Urine","87496"
"CCMVS","Congenital Cytomegalovirus (cCMV), Molecular Detection, PCR, Saliva","87496"
"CLD18","Claudin 18 (CLDN18) (43-14A), Semi-Quantitative Immunohistochemistry, Manual","88360"
"OTP","Orthopedia Homeobox Protein (OTP) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SP100","SP100 Antibody, IgG, Serum","83516"
"GP210","GP210 Antibody, IgG, Serum","83516"
"AFOLR","Folate Receptor Alpha (FOLR1), Semi-Quantitative Immunohistochemistry, Manual","88360"
"MMGEN","Mycoplasma genitalium, Transcription-Mediated Amplification, Post-Prostatic Massage Fluid/Urine or Peritoneal Fluids","87563"
"PBC2","SP100 and GP210 Antibodies, IgG, Serum","83516 x 2"
"PBCPN","Primary Biliary Cholangitis Antibody Panel, Serum","86039
  83516 x2
  86381"
"BVRNA","Bacterial Vaginosis, Nucleic Acid Amplification, Vaginal","81513"
"BRIVA","Brivaracetam, Plasma","80299"
"MSMN","Membranous Nephropathy Target Antigen Identification, Mass Spectrometry, Tissue","82542
  88380"
"HERMB","HER2, Breast, Semi-Quantitative Immunohistochemistry, Manual with HER2 FISH Reflex","88360"
"PSRCH","Short Renal Clearance, Iohexol, Preparation","36415 x2-Blood
  81050 x3-Urine
  96372-Injection
  Q9961-Contrast dye"
"ADNA1","Double-Stranded DNA (dsDNA) Antibodies, IgG, Serum","86225"
"ADAMP","ADAMTS13 Activity with Reflex Inhibitor Profile, Plasma","85397
  85335 (if appropriate)"
"ADAMS","ADAMTS13 Activity Assay, Plasma","85397"
"ADMB","ADAMTS13 Inhibitor Bethesda Titer, Plasma","85335"
"AADAM","ADAMTS13 Profile Interpretation",""
"HVCOP","HIV-1 and HIV-2 Antigen and Antibody Routine Screen, Plasma","87389
  G0475
  86701 (if appropriate)
  86702 (if appropriate)
  87536 (if appropriate)"
"HIVSS","HIV-1 and HIV-2 Antigen and Antibody Routine Screen, Serum","87389
  G0475 (if appropriate)
  86701 (if appropriate)
  86702 (if appropriate)
  87535 (if appropriate)
  87538 (if appropriate)"
"HIVDI","HIV-1 and HIV-2 Antibody Confirmation and Differentiation, Serum","86701
  86702
  87535 (if appropriate)
  87538 (if appropriate)"
"HIP12","HIV-1/HIV-2 RNA Detection, Plasma","87535
  87538"
"HPP12","HIV-1/HIV-2 RNA Detection Prenatal, Plasma","87535
  87538"
"HIS12","HIV-1/HIV-2 RNA Detection, Serum","87535
  87538"
"HPS12","HIV-1/HIV-2 RNA Detection Prenatal, Serum","87535
  87538"
"PSHIV","HIV-1 RNA Patient Source, Plasma","87536"
"CVRNA","Candida Vaginitis, Nucleic Acid Amplification RNA, Vaginal","87481"
"LBCS","Labile Bound Copper, Serum","82525"
"UBA1Q","UBA1 Mutation Quantitative Detection, VEXAS syndrome, Droplet Digital PCR, Varies","81403"
"KITQ","KIT p.Asp816Val Variant Analysis, Quantitative, Varies","81273"
"SAU","Sialic Acid, Free and Total, Random, Urine","84275"
"SORD","Sorbitol and Xylitol, Quantitative, Random, Urine","82542"
"HBABY","Hepatitis B Virus Perinatal Exposure Follow-up Panel, Serum","86706
  86704
  87340
  87341 (if appropriate)"
"PHEPU","Previous Viral Hepatitis (Unknown Type), Serum","86704
  86706
  86708
  86803
  87340
  87341 (if appropriate)
  87522 (if appropriate)"
"PHSP","Prenatal Hepatitis Evaluation, Serum","87340
  86803 
  G0472 (if appropriate for government payers)
  87522 (if appropriate)
  86707 (if appropriate)
  87341 (if appropriate)
  87350 (if appropriate)"
"HAVTA","Hepatitis A Virus Total Antibodies, Serum","86708"
"MSCSF","Bacteria, Virus, Fungus, and Parasite Metagenomic Sequencing, Spinal Fluid","0480U"
"WBGDR","Beta-Globin Gene Cluster Deletion/Duplication, Blood","81363-HBB (hemoglobin, beta, beta-globin) (eg, beta thalassemia), duplication/deletion analysis"
"WBGDD","Beta-Globin Gene Cluster, Deletion/Duplication, Varies","81363-HBB (hemoglobin, beta, beta-globin) (e.g. beta  thalassemia), duplication/deletion analysis"
"AGDD","Alpha Globin Cluster Locus Deletion/Duplication, Varies","81269
  88235-Tissue culture for amniotic fluid (if appropriate)
  88240-Cryopreservation (if appropriate) 
  81265-Comparative analysis using Short Tandem Repeat (STR) markers; patient and comparative specimen (eg, pre-transplant recipient and donor germline testing, post-transplant non-hematopoietic recipient germline [eg, buccal swab or other germline tissue sample] and donor testing, twin zygosity testing or maternal cell contamination of fetal cells (if appropriate)"
"CRUZI","Trypanosoma cruzi (Chagas) Antibody Panel, Serum","86753 x2"
"TROP2","Trophoblast Antigen 2 (TROP2) Immunostain, Semi-Quantitative Immunohistochemistry, Manual","88360"
"KM55","Galactose Deficient IgA1 (KM55) Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"MYGLU","Myoglobin, Random, Urine","83874"
"MYGLS","Myoglobin, Serum","83874"
"DMNES","Peripheral Nervous System Demyelinating Neuropathy, Autoimmune Evaluation, Serum","83516 x5
  83520
  86255 x2
  83520 x4 (if applicable)"
"GQ1ES","Ganglioside GQ1b Antibody, IgG, ELISA, Serum","83516"
"GAES","Ganglioside Antibodies Evaluation, Serum","83516 x5
  83520 x4 (if applicable)"
"NSAIP","Neurosyphilis IgG Antibody Index with VDRL, Serum and Spinal Fluid","86780 � NSCSF
  Reflex test - NSAI
  82784 x 2 (if applicable)
  82040 (if applicable)
  86780 x 2 (if applicable)
  82042 (if applicable)
  &amp;nbsp;
  Reflex Test - VDSFT
  86593 (if applicable)"
"NSAI","Neurosyphilis IgG, Antibody Index, Spinal Fluid","82784 x 2
  82040
  86780 x 2
  82042"
"ADMI","ADAMTS13 Interpretation",""
"SESPF","Sesame Seed, IgE, with Reflex to Sesame Seed Component, IgE, Serum","86003"
"PERA","Preeclampsia sFlt-1/PIGF (Soluble fms-Like Tyrosine Kinase 1/ Placental Growth Factor) Ratio, Serum","0482U"
"HISER","Histoplasma Antibody Complement Fixation and Immunodiffusion, Serum","86698 x2"
"HICSF","Histoplasma Antibody Complement Fixation and Immunodiffusion, Spinal Fluid","86698 x2"
"UHBAG","Histoplasma and Blastomyces Antigen, Enzyme Immunoassay, Urine","87449"
"RISA","Risankizumab, Serum","80299"
"HIBC","Histoplasma/Blastomyces Panel, Spinal Fluid","86698 x2
  86612"
"WESPR","Panel to Whole Exome Sequencing Reflex Test, Varies","81417-Patient only
  81417, 81416-Patient and one family member comparator sample (duo) (as appropriate)
  81417, 81416 x 2-Patient and two family member comparator samples (trio or non-traditional trio) (as appropriate)
  81417, 81416 x 3-Patient and three family member comparator samples (quad) (as appropriate)"
"WAGDR","Alpha Globin Cluster Locus Deletion/Duplication, Blood","81269"
"EBVAB","Epstein-Barr Virus Antibody Profile, Serum","86664-EBNA
  86665 x 2-VCA, IgG and IgM"
"EAEBV","Epstein-Barr Virus Early Antigen, IgG, Serum","86663"
"HDVQU","Hepatitis D Virus RNA Detection and Quantification, Real-Time RT-PCR, Serum","87523"
"AATTA","Antithrombin Summary Interpretation",""
"SFEC","Iron and Total Iron-Binding Capacity, Serum","83540-Iron
  83550-Iron-binding capacity"
"RURC1","Uric Acid/Creatinine Ratio, Random, Urine","84560
  82570"
"MAGRU","Magnesium/Creatinine Ratio, Random, Urine","83735
  82570"
"RSBV","Rare Subepithelial Autoimmune Blistering Disease Variants, Serum","86255"
"MECPI","Methicillin Resistance Gene, Molecular Detection, PCR, Varies","87641"
"RFPN","Rheumatoid Factor Panel, Serum","86431 x2"
"NAACD","N-Acetylaspartic Acid, Canavan Disease, Random, Urine","83921"
"AACYL","Aminoacylase-1 Deficiency, Urine","82542"
"CSMOF","Controlled Substance Monitoring Panel, 11 Drug Classes, Screen Only, Immunoassay, Oral Fluid","80307"
"LLTOT","Leukemia and Lymphoma Immunophenotyping, Technical Only, Tissue","88184-Flow cytometry; first cell surface, cytoplasmic or nuclear marker x 1
  88185-Flow cytometry; additional cell surface, cytoplasmic or nuclear marker (each)
  Additional CPTs may be added if consultative help is needed with the case, or algorithm dictates Mayo consultant involvement.
  88187-Flow Cytometry Interpretation, 2 to 8 Markers (if appropriate)
  88188-Flow Cytometry Interpretation, 9 to 15 Markers (if appropriate)
  88189-Flow Cytometry Interpretation, 16 or More Markers (if appropriate)"
"AC1Q","Anti-C1q Antibodies, IgG, Serum","83520"
"IEICP","Inborn Errors of Immunity Comprehensive Gene Panel, Varies","81443"
"COMID","Combined Humoral and Cell-Mediated Immunodeficiency Gene Panel, Varies","81443"
"AECDP","Angioedema and Complement Disorders Gene Panel, Varies","81479"
"BMFGP","Inherited Bone Marrow Failure Gene Panel, Varies","81441"
"PHCGD","Phagocytic Disorders and Chronic Granulomatous Disease Gene Panel, Varies","81223
  81249
  81479
  81479 (if appropriate for government payers)"
"IPFGP","Idiopathic Pulmonary Fibrosis Gene Panel, Varies","81479"
"LAGGN","Granulocyte Antibody Screen, Serum","86021 x2"
"PT217","Phospho-Tau 217, Plasma","84393"
"LFRI","Progentec aiSLE DX Lupus Flare Risk Index, Plasma","0447U"
"LDAI","Progentec aiSLE DX Lupus Disease Activity Index, Plasma","0446U"
"C2NAD","PrecivityAD, Plasma","0412U"
"C2AD2","PrecivityAD2, Plasma","0503U"
"AD2AR","PrecivityAD2, Reflex to Apolipoprotein E, Plasma","0503U"
"JIP","Joint Infection Panel, PCR, Synovial Fluid","87627"
"C341Q","Complement C3 and C4 with Anti-C1q Antibodies, Serum","86160 x2
  83520"
"P210M","BCR::ABL1, p210, mRNA Detection, Reverse Transcription-PCR (RT-PCR), Quantitative, Monitoring Chronic Myeloid Leukemia (CML), Bone Marrow","81206-BCR/ABL1 (t[9;22]) (eg, chronic myelogenous leukemia) translocation analysis; major breakpoint, qualitative or quantitative"
"HBAGQ","Hepatitis B Virus Surface Antigen, Quantitative, Serum","87467"
"HBCRQ","Hepatitis B Virus Core-Related Antigen, Quantitative, Serum","82397"
"CMVLR","Cytomegalovirus (CMV) Molecular Detection, PCR, Lower Respiratory","87496"
"MNLCP","Microdissection, Laser Capture, Membranous Nephropathy (Bill Only)","88380"
"MSMNT","Mass Spectrometry, Membranous Nephropathy, Technical Component (Bill Only)","82542"
"MITAN","Mitotane, Plasma","80299"
"RISAP","Risankizumab Quantitation with Antibodies, Serum","80299
  82397"
"T3FR","T3 (Triiodothyronine), Free, Serum","84481"
"CMVAB","Cytomegalovirus Antibody, IgM and IgG, Serum","86645-Cytomegalovirus IgM
  86644-Cytomegalovirus IgG"
"CMVMS","Cytomegalovirus Antibody, IgM, Serum","86645"
"CMVGS","Cytomegalovirus Antibody, IgG, Serum","86644"
"TXPAB","Toxoplasma gondii Antibody, IgM and IgG, Serum","86778-Toxoplasma IgM
  86777-Toxoplasma IgG"
"TXPM","Toxoplasma gondii Antibody, IgM, Serum","86778"
"TXPG","Toxoplasma gondii Antibody, IgG, Serum","86777"
"TGOGF","TGFBR3 (1p22), OGA (10q24) Rearrangement, FISH, Tissue","88271x2, 88291 DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"MGMTD","MGMT Promoter Methylation Analysis, Tumor","81287
  88381-Microdissection manual"
"QMPSS","Monoclonal Protein Study, Quantitative, Serum","0077U
  82784 x 3"
"VDSFT","VDRL Titer, Spinal Fluid","86593"
"SCHPV","Human Papillomavirus (HPV) Detection and High-Risk Genotyping, Self-Collect, PCR, Vaginal","87626"
"SCCGT","Chlamydia trachomatis and Neisseria gonorrhoeae, Self-Collect, Amplified RNA, Throat","87494"
"SCCTT","Chlamydia trachomatis, Self-Collect, Nucleic Acid Amplification, Throat","&amp;nbsp;"
"SCGCT","Neisseria gonorrhoeae, Self-Collect, Nucleic Acid Amplification, Throat","&amp;nbsp;"
"SCCGR","Chlamydia trachomatis and Neisseria gonorrhoeae, Self-Collect, Amplified RNA, Rectal","87494"
"SCCTR","Chlamydia trachomatis, Self-Collect, Nucleic Acid Amplification, Rectal","&amp;nbsp;"
"SCGCR","Neisseria gonorrhoeae, Self-Collect, Nucleic Acid Amplification, Rectal","&amp;nbsp;"
"SCCGV","Chlamydia trachomatis and Neisseria gonorrhoeae, Self-Collect, Amplified RNA, Vaginal","87494"
"SCCTV","Chlamydia trachomatis, Self-Collect, Amplified RNA, Vaginal","&amp;nbsp;"
"SCGCV","Neisseria gonorrhoeae, Self-Collect, Amplified RNA, Vaginal","&amp;nbsp;"
